OrderID;CustomerID;ProductID;OrderDateFixed;Quantity;UnitPrice;DiscountsUsedFixed;DiscountPercent;TotalPriceFix;CampaignID
ORD002017;CUST0076;PRD006;21.3.2024;2;25,77;Yes;25;38,66;CMP004
ORD001425;CUST0157;PRD053;3.4.2024;1;12,65;No;;12,65;No Campaign
ORD001161;CUST0207;PRD038;20.4.2024;1;73,83;Yes;25;55,37;CMP006
ORD001871;CUST0040;PRD032;30.9.2024;2;96,29;No;;192,58;CMP006
ORD002330;CUST0012;PRD053;7.4.2024;1;12,65;No;;12,65;CMP004
ORD000634;CUST0259;PRD021;29.12.2024;1;144,21;No;;144,21;No Campaign
ORD001599;CUST0062;PRD004;2.5.2024;1;110,52;No;;110,52;No Campaign
ORD001498;CUST0026;PRD011;21.12.2024;1;141,07;No;;141,07;CMP007
ORD002033;CUST0176;PRD037;6.10.2024;1;44,58;Yes;15;37,89;No Campaign
ORD001391;CUST0202;PRD055;13.5.2024;2;146,19;No;;292,38;No Campaign
ORD001722;CUST0174;PRD050;5.12.2024;2;31,99;No;;63,98;CMP007
ORD002136;CUST0077;PRD029;20.4.2024;2;124,45;No;;248,9;No Campaign
ORD001981;CUST0186;PRD055;2.4.2024;2;146,19;Yes;15;248,52;No Campaign
ORD002101;CUST0115;PRD002;24.1.2024;1;134,25;No;;134,25;No Campaign
ORD001212;CUST0123;PRD017;28.5.2024;1;94,18;No;;94,18;CMP003
ORD000516;CUST0220;PRD036;27.2.2024;1;132,58;No;;132,58;No Campaign
ORD000956;CUST0202;PRD046;10.9.2024;1;74,72;No;;74,72;No Campaign
ORD000760;CUST0229;PRD037;14.5.2024;2;44,58;No;;89,16;CMP005
ORD000394;CUST0238;PRD028;13.12.2024;2;114,4;No;;228,8;CMP003
ORD001541;CUST0092;PRD029;27.2.2024;1;124,45;No;;124,45;No Campaign
ORD001598;CUST0212;PRD028;19.6.2024;1;114,4;No;;114,4;CMP007
ORD000576;CUST0052;PRD027;2.9.2024;3;89,36;No;;268,08;No Campaign
ORD001727;CUST0233;PRD047;5.2.2024;3;38,8;No;;116,4;CMP008
ORD002368;CUST0168;PRD049;5.8.2024;1;80,98;No;;80,98;No Campaign
ORD000646;CUST0232;PRD047;31.10.2024;2;38,8;Yes;20;62,08;No Campaign
ORD002014;CUST0094;PRD045;19.8.2024;4;12,65;Yes;25;37,95;No Campaign
ORD001979;CUST0037;PRD048;27.6.2024;1;21,47;No;;21,47;No Campaign
ORD002216;CUST0179;PRD031;23.9.2024;1;50,82;Yes;25;38,12;CMP005
ORD000675;CUST0084;PRD029;4.3.2024;1;124,45;No;;124,45;No Campaign
ORD000877;CUST0086;PRD032;26.3.2024;1;96,29;Yes;20;77,03;No Campaign
ORD000358;CUST0158;PRD045;9.7.2024;1;12,65;Yes;10;11,39;No Campaign
ORD000365;CUST0174;PRD018;12.8.2024;1;84,8;Yes;20;67,84;CMP003
ORD001655;CUST0192;PRD041;18.11.2024;1;116,18;Yes;15;98,75;CMP002
ORD001084;CUST0215;PRD020;16.6.2024;1;44,96;No;;44,96;No Campaign
ORD000914;CUST0016;PRD050;6.1.2024;3;31,99;Yes;25;71,98;CMP001
ORD002367;CUST0123;PRD011;1.7.2024;2;141,07;No;;282,14;No Campaign
ORD001370;CUST0020;PRD054;21.6.2024;1;108,05;No;;108,05;CMP006
ORD000619;CUST0222;PRD040;11.1.2024;1;62,21;No;;62,21;CMP005
ORD001944;CUST0045;PRD015;7.2.2024;1;111,98;No;;111,98;CMP006
ORD000717;CUST0181;PRD042;30.7.2024;2;77,36;Yes;25;116,04;CMP005
ORD001832;CUST0211;PRD047;18.12.2024;3;38,8;Yes;30;81,48;No Campaign
ORD000635;CUST0225;PRD033;25.9.2024;1;102,1;No;;102,1;No Campaign
ORD000146;CUST0229;PRD004;17.10.2024;3;110,52;No;;331,56;CMP007
ORD002126;CUST0122;PRD011;13.8.2024;1;141,07;No;;141,07;CMP007
ORD000123;CUST0142;PRD016;6.9.2024;1;77,06;Yes;20;61,65;No Campaign
ORD000764;CUST0166;PRD004;23.6.2024;2;110,52;Yes;25;165,78;CMP001
ORD000662;CUST0229;PRD013;14.10.2024;3;46,11;No;;138,33;CMP002
ORD001136;CUST0031;PRD013;9.3.2024;1;46,11;No;;46,11;CMP004
ORD001147;CUST0173;PRD020;15.4.2024;1;44,96;Yes;25;33,72;CMP005
ORD000952;CUST0184;PRD047;30.5.2024;3;38,8;Yes;10;104,76;CMP002
ORD000966;CUST0065;PRD012;26.9.2024;1;67,03;No;;67,03;CMP001
ORD001565;CUST0131;PRD001;29.7.2024;1;88,41;Yes;30;61,89;CMP003
ORD000748;CUST0212;PRD043;26.6.2024;3;83,38;No;;250,14;No Campaign
ORD002117;CUST0250;PRD038;7.12.2024;1;73,83;Yes;25;55,37;No Campaign
ORD001542;CUST0089;PRD044;30.8.2024;1;38,28;No;;38,28;CMP005
ORD000055;CUST0020;PRD045;2.11.2024;1;12,65;Yes;15;10,75;CMP002
ORD002005;CUST0122;PRD003;2.10.2024;2;54,5;No;;109;CMP005
ORD000496;CUST0109;PRD024;1.5.2024;1;79,13;No;;79,13;No Campaign
ORD000283;CUST0044;PRD031;9.7.2024;2;50,82;Yes;25;76,23;No Campaign
ORD002083;CUST0069;PRD042;22.2.2024;1;77,36;No;;77,36;CMP001
ORD001148;CUST0045;PRD012;11.9.2024;1;67,03;No;;67,03;CMP002
ORD000479;CUST0138;PRD055;31.5.2024;1;146,19;No;;146,19;CMP008
ORD001500;CUST0110;PRD003;15.6.2024;1;54,5;Yes;30;38,15;CMP003
ORD001922;CUST0011;PRD003;12.6.2024;1;54,5;Yes;10;49,05;CMP006
ORD000622;CUST0031;PRD024;25.4.2024;1;79,13;No;;79,13;No Campaign
ORD001576;CUST0093;PRD018;21.5.2024;1;84,8;No;;84,8;CMP007
ORD002250;CUST0204;PRD001;9.4.2024;1;88,41;No;;88,41;CMP004
ORD000311;CUST0017;PRD031;2.2.2024;2;50,82;Yes;25;76,23;CMP006
ORD001901;CUST0127;PRD017;20.2.2024;1;94,18;No;;94,18;No Campaign
ORD001532;CUST0128;PRD038;29.12.2024;1;73,83;Yes;25;55,37;No Campaign
ORD001067;CUST0074;PRD031;2.2.2024;1;50,82;No;;50,82;No Campaign
ORD000808;CUST0173;PRD031;4.6.2024;2;50,82;Yes;30;71,15;No Campaign
ORD000521;CUST0245;PRD013;30.8.2024;4;46,11;No;;184,44;No Campaign
ORD000408;CUST0218;PRD013;28.9.2024;4;46,11;Yes;20;147,55;CMP006
ORD002354;CUST0157;PRD021;7.3.2024;1;144,21;Yes;30;100,95;CMP008
ORD001902;CUST0121;PRD026;25.12.2024;1;140,08;No;;140,08;CMP008
ORD002260;CUST0220;PRD012;2.3.2024;1;67,03;No;;67,03;CMP005
ORD002292;CUST0136;PRD052;23.10.2024;1;23,84;No;;23,84;No Campaign
ORD001473;CUST0180;PRD038;5.12.2024;1;73,83;No;;73,83;No Campaign
ORD001419;CUST0062;PRD007;20.12.2024;1;116,65;No;;116,65;No Campaign
ORD000258;CUST0181;PRD034;21.3.2024;1;97,71;No;;97,71;No Campaign
ORD001770;CUST0245;PRD037;23.10.2024;1;44,58;No;;44,58;CMP006
ORD000561;CUST0081;PRD030;4.12.2024;3;94,16;No;;282,48;CMP004
ORD001815;CUST0084;PRD034;27.10.2024;2;97,71;No;;195,42;No Campaign
ORD000975;CUST0018;PRD019;27.8.2024;2;105,93;No;;211,86;No Campaign
ORD000750;CUST0059;PRD052;11.6.2024;2;23,84;Yes;15;40,53;No Campaign
ORD001594;CUST0117;PRD019;10.5.2024;2;105,93;No;;211,86;CMP007
ORD002379;CUST0117;PRD021;21.11.2024;1;144,21;Yes;25;108,16;No Campaign
ORD001041;CUST0011;PRD006;30.3.2024;2;25,77;No;;51,54;No Campaign
ORD000869;CUST0056;PRD044;5.8.2024;4;38,28;No;;153,12;No Campaign
ORD001028;CUST0053;PRD029;25.11.2024;2;124,45;Yes;30;174,23;No Campaign
ORD001236;CUST0101;PRD007;23.3.2024;1;116,65;No;;116,65;No Campaign
ORD000688;CUST0223;PRD028;11.12.2024;1;114,4;No;;114,4;CMP008
ORD001574;CUST0218;PRD010;3.7.2024;2;92,66;No;;185,32;CMP005
ORD000771;CUST0107;PRD018;29.5.2024;3;84,8;No;;254,4;CMP007
ORD002397;CUST0026;PRD029;27.11.2024;4;124,45;Yes;10;448,02;No Campaign
ORD000555;CUST0059;PRD040;4.9.2024;1;62,21;Yes;30;43,55;CMP001
ORD002058;CUST0160;PRD051;20.5.2024;1;103,2;No;;103,2;CMP003
ORD000939;CUST0035;PRD032;13.1.2024;1;96,29;No;;96,29;No Campaign
ORD001493;CUST0108;PRD005;5.3.2024;1;114,73;No;;114,73;CMP008
ORD000335;CUST0156;PRD016;12.3.2024;1;77,06;No;;77,06;CMP006
ORD002346;CUST0240;PRD053;28.1.2024;3;12,65;Yes;30;26,57;No Campaign
ORD000508;CUST0144;PRD018;4.1.2024;2;84,8;Yes;30;118,72;No Campaign
ORD002196;CUST0163;PRD001;29.8.2024;1;88,41;No;;88,41;CMP005
ORD001590;CUST0104;PRD051;17.3.2024;1;103,2;Yes;10;92,88;CMP005
ORD002236;CUST0099;PRD038;24.6.2024;1;73,83;Yes;30;51,68;No Campaign
ORD000660;CUST0107;PRD030;28.10.2024;3;94,16;Yes;25;211,86;No Campaign
ORD001914;CUST0212;PRD018;30.12.2024;1;84,8;Yes;20;67,84;CMP005
ORD001827;CUST0019;PRD023;30.3.2024;1;26,66;No;;26,66;No Campaign
ORD001360;CUST0226;PRD007;3.6.2024;4;116,65;No;;466,6;CMP006
ORD001742;CUST0038;PRD025;27.2.2024;2;62,88;Yes;30;88,03;CMP008
ORD000774;CUST0130;PRD006;8.4.2024;1;25,77;Yes;15;21,9;No Campaign
ORD001275;CUST0001;PRD026;11.7.2024;1;140,08;No;;140,08;No Campaign
ORD001866;CUST0118;PRD009;27.8.2024;1;82,74;No;;82,74;No Campaign
ORD001924;CUST0012;PRD036;24.6.2024;1;132,58;No;;132,58;CMP003
ORD001027;CUST0058;PRD008;4.7.2024;1;34,35;No;;34,35;No Campaign
ORD000722;CUST0153;PRD034;30.5.2024;1;97,71;No;;97,71;CMP002
ORD001176;CUST0234;PRD020;3.12.2024;1;44,96;No;;44,96;CMP003
ORD001304;CUST0120;PRD029;10.2.2024;1;124,45;No;;124,45;CMP004
ORD000357;CUST0258;PRD049;6.6.2024;3;80,98;Yes;20;194,35;No Campaign
ORD000347;CUST0106;PRD013;24.11.2024;1;46,11;Yes;25;34,58;CMP002
ORD000135;CUST0127;PRD043;1.3.2024;1;83,38;No;;83,38;CMP006
ORD001093;CUST0175;PRD040;30.6.2024;1;62,21;Yes;20;49,77;CMP001
ORD001609;CUST0135;PRD009;23.4.2024;1;82,74;No;;82,74;CMP005
ORD002213;CUST0003;PRD005;6.8.2024;1;114,73;Yes;15;97,52;CMP004
ORD001231;CUST0119;PRD006;3.3.2024;2;25,77;No;;51,54;CMP004
ORD000235;CUST0106;PRD039;3.7.2024;1;98,45;No;;98,45;CMP003
ORD001122;CUST0223;PRD045;29.8.2024;3;12,65;Yes;15;32,26;No Campaign
ORD000063;CUST0213;PRD006;2.3.2024;2;25,77;Yes;25;38,66;No Campaign
ORD000503;CUST0137;PRD029;26.5.2024;2;124,45;Yes;25;186,68;CMP001
ORD002353;CUST0033;PRD031;20.8.2024;2;50,82;No;;101,64;CMP008
ORD001586;CUST0041;PRD012;18.6.2024;1;67,03;Yes;25;50,27;No Campaign
ORD000596;CUST0019;PRD011;9.9.2024;1;141,07;No;;141,07;CMP007
ORD002108;CUST0213;PRD021;24.3.2024;2;144,21;No;;288,42;CMP002
ORD000787;CUST0021;PRD045;6.1.2024;2;12,65;No;;25,3;CMP007
ORD000324;CUST0236;PRD003;8.9.2024;2;54,5;No;;109;CMP003
ORD001395;CUST0045;PRD031;26.7.2024;3;50,82;No;;152,46;No Campaign
ORD002306;CUST0027;PRD015;14.10.2024;4;111,98;No;;447,92;CMP004
ORD002019;CUST0018;PRD037;23.4.2024;1;44,58;No;;44,58;No Campaign
ORD000934;CUST0231;PRD041;15.10.2024;1;116,18;Yes;20;92,94;CMP008
ORD000872;CUST0196;PRD016;24.11.2024;1;77,06;No;;77,06;CMP003
ORD000099;CUST0183;PRD040;23.12.2024;3;62,21;No;;186,63;CMP002
ORD001314;CUST0057;PRD042;15.1.2024;4;77,36;No;;309,44;CMP002
ORD001205;CUST0193;PRD028;27.3.2024;2;114,4;Yes;30;160,16;CMP003
ORD001715;CUST0063;PRD031;30.6.2024;1;50,82;Yes;25;38,12;No Campaign
ORD001905;CUST0127;PRD042;7.12.2024;1;77,36;No;;77,36;No Campaign
ORD001264;CUST0118;PRD033;29.7.2024;1;102,1;No;;102,1;CMP002
ORD002191;CUST0216;PRD037;9.4.2024;2;44,58;No;;89,16;No Campaign
ORD000602;CUST0253;PRD008;4.3.2024;1;34,35;No;;34,35;CMP005
ORD002086;CUST0082;PRD013;30.1.2024;1;46,11;No;;46,11;CMP006
ORD000709;CUST0162;PRD052;29.9.2024;1;23,84;No;;23,84;No Campaign
ORD002079;CUST0171;PRD026;12.2.2024;1;140,08;No;;140,08;No Campaign
ORD000631;CUST0032;PRD048;16.6.2024;1;21,47;No;;21,47;No Campaign
ORD001491;CUST0172;PRD024;4.11.2024;4;79,13;No;;316,52;CMP002
ORD001270;CUST0118;PRD033;25.5.2024;1;102,1;No;;102,1;CMP003
ORD001676;CUST0138;PRD044;11.10.2024;1;38,28;No;;38,28;CMP003
ORD000003;CUST0231;PRD003;14.10.2024;1;54,5;No;;54,5;CMP002
ORD000647;CUST0227;PRD023;4.7.2024;2;26,66;Yes;30;37,32;CMP001
ORD000901;CUST0228;PRD014;17.3.2024;1;19,71;Yes;20;15,77;CMP001
ORD002166;CUST0050;PRD042;19.10.2024;1;77,36;No;;77,36;CMP005
ORD001756;CUST0134;PRD055;9.11.2024;3;146,19;No;;438,57;CMP005
ORD002198;CUST0226;PRD020;31.8.2024;1;44,96;Yes;15;38,22;CMP007
ORD001573;CUST0132;PRD006;22.10.2024;3;25,77;No;;77,31;CMP007
ORD001456;CUST0161;PRD001;4.9.2024;4;88,41;No;;353,64;CMP004
ORD000369;CUST0222;PRD038;18.10.2024;2;73,83;Yes;20;118,13;CMP006
ORD000259;CUST0113;PRD008;19.10.2024;1;34,35;No;;34,35;CMP005
ORD001001;CUST0162;PRD028;10.1.2024;1;114,4;No;;114,4;CMP002
ORD000363;CUST0058;PRD045;20.2.2024;1;12,65;No;;12,65;CMP008
ORD000795;CUST0219;PRD031;18.12.2024;1;50,82;No;;50,82;CMP007
ORD000947;CUST0242;PRD011;21.4.2024;3;141,07;No;;423,21;CMP002
ORD002091;CUST0179;PRD018;18.4.2024;3;84,8;No;;254,4;CMP001
ORD002142;CUST0228;PRD003;12.7.2024;1;54,5;No;;54,5;No Campaign
ORD000392;CUST0258;PRD050;27.5.2024;1;31,99;No;;31,99;CMP008
ORD000256;CUST0226;PRD034;20.1.2024;4;97,71;Yes;20;312,67;CMP006
ORD000020;CUST0160;PRD016;17.11.2024;2;77,06;No;;154,12;CMP003
ORD001332;CUST0212;PRD001;28.11.2024;1;88,41;No;;88,41;No Campaign
ORD002253;CUST0231;PRD039;15.6.2024;1;98,45;No;;98,45;CMP007
ORD000749;CUST0062;PRD017;14.8.2024;1;94,18;No;;94,18;No Campaign
ORD001208;CUST0259;PRD055;12.2.2024;2;146,19;No;;292,38;CMP005
ORD000978;CUST0170;PRD033;22.2.2024;1;102,1;Yes;25;76,58;No Campaign
ORD000973;CUST0020;PRD024;15.7.2024;3;79,13;No;;237,39;CMP006
ORD000161;CUST0077;PRD003;30.9.2024;1;54,5;Yes;10;49,05;CMP006
ORD002085;CUST0044;PRD038;3.1.2024;4;73,83;No;;295,32;No Campaign
ORD000471;CUST0143;PRD015;14.4.2024;1;111,98;No;;111,98;CMP006
ORD000665;CUST0099;PRD027;30.5.2024;1;89,36;No;;89,36;No Campaign
ORD001349;CUST0120;PRD021;28.7.2024;1;144,21;Yes;10;129,79;No Campaign
ORD000212;CUST0066;PRD019;13.8.2024;1;105,93;Yes;20;84,74;No Campaign
ORD002078;CUST0064;PRD011;29.6.2024;1;141,07;Yes;15;119,91;No Campaign
ORD000232;CUST0205;PRD027;16.2.2024;3;89,36;No;;268,08;CMP006
ORD002241;CUST0188;PRD048;17.7.2024;1;21,47;No;;21,47;No Campaign
ORD000318;CUST0122;PRD040;14.8.2024;1;62,21;Yes;20;49,77;No Campaign
ORD000970;CUST0135;PRD021;25.12.2024;1;144,21;No;;144,21;CMP008
ORD001292;CUST0258;PRD033;6.6.2024;1;102,1;No;;102,1;CMP004
ORD000876;CUST0042;PRD038;3.4.2024;2;73,83;Yes;30;103,36;CMP007
ORD001429;CUST0225;PRD054;29.8.2024;2;108,05;No;;216,1;No Campaign
ORD001673;CUST0140;PRD038;19.6.2024;1;73,83;No;;73,83;CMP006
ORD001838;CUST0230;PRD015;3.6.2024;2;111,98;Yes;20;179,17;CMP005
ORD001383;CUST0226;PRD038;5.7.2024;2;73,83;Yes;30;103,36;No Campaign
ORD001126;CUST0251;PRD002;31.12.2024;1;134,25;Yes;25;100,69;CMP004
ORD001809;CUST0069;PRD002;16.5.2024;1;134,25;No;;134,25;CMP008
ORD000133;CUST0166;PRD002;8.4.2024;1;134,25;No;;134,25;No Campaign
ORD000214;CUST0112;PRD025;18.7.2024;1;62,88;Yes;25;47,16;CMP008
ORD001935;CUST0111;PRD005;26.1.2024;2;114,73;Yes;15;195,04;No Campaign
ORD001969;CUST0188;PRD049;2.4.2024;2;80,98;Yes;25;121,47;CMP007
ORD001645;CUST0038;PRD029;29.9.2024;1;124,45;No;;124,45;CMP005
ORD000060;CUST0093;PRD045;5.3.2024;1;12,65;No;;12,65;No Campaign
ORD000906;CUST0098;PRD050;5.2.2024;2;31,99;No;;63,98;No Campaign
ORD000419;CUST0208;PRD019;10.1.2024;1;105,93;No;;105,93;CMP007
ORD001305;CUST0230;PRD052;24.2.2024;2;23,84;No;;47,68;CMP008
ORD002324;CUST0153;PRD018;20.5.2024;1;84,8;No;;84,8;CMP002
ORD000923;CUST0203;PRD029;23.1.2024;3;124,45;No;;373,35;No Campaign
ORD000430;CUST0153;PRD054;21.6.2024;1;108,05;Yes;25;81,04;No Campaign
ORD001975;CUST0032;PRD038;12.2.2024;1;73,83;No;;73,83;No Campaign
ORD000870;CUST0143;PRD026;21.8.2024;2;140,08;Yes;10;252,14;CMP008
ORD000715;CUST0153;PRD026;28.9.2024;1;140,08;Yes;30;98,06;CMP001
ORD000706;CUST0081;PRD022;17.10.2024;1;36,13;Yes;10;32,52;CMP005
ORD000976;CUST0019;PRD037;3.1.2024;2;44,58;Yes;25;66,87;CMP008
ORD000475;CUST0230;PRD033;17.9.2024;2;102,1;Yes;15;173,57;No Campaign
ORD000250;CUST0098;PRD044;15.10.2024;1;38,28;No;;38,28;CMP008
ORD000681;CUST0055;PRD054;13.11.2024;1;108,05;No;;108,05;No Campaign
ORD001912;CUST0165;PRD053;20.12.2024;1;12,65;Yes;15;10,75;CMP008
ORD000895;CUST0222;PRD023;25.1.2024;1;26,66;No;;26,66;CMP003
ORD000140;CUST0021;PRD046;6.2.2024;1;74,72;No;;74,72;No Campaign
ORD001433;CUST0224;PRD036;29.10.2024;1;132,58;No;;132,58;No Campaign
ORD001729;CUST0135;PRD004;22.2.2024;2;110,52;Yes;30;154,73;CMP008
ORD000136;CUST0028;PRD050;3.8.2024;2;31,99;Yes;20;51,18;CMP002
ORD000089;CUST0213;PRD042;23.9.2024;1;77,36;Yes;15;65,76;No Campaign
ORD001348;CUST0239;PRD025;19.7.2024;1;62,88;No;;62,88;CMP002
ORD001242;CUST0241;PRD002;11.1.2024;2;134,25;No;;268,5;CMP004
ORD002042;CUST0027;PRD050;8.11.2024;1;31,99;No;;31,99;No Campaign
ORD000512;CUST0217;PRD029;19.4.2024;1;124,45;Yes;10;112,01;No Campaign
ORD001330;CUST0119;PRD003;15.8.2024;3;54,5;No;;163,5;CMP004
ORD002182;CUST0107;PRD030;29.7.2024;1;94,16;Yes;10;84,74;CMP002
ORD001191;CUST0135;PRD041;15.6.2024;2;116,18;No;;232,36;CMP006
ORD000847;CUST0102;PRD031;17.8.2024;1;50,82;No;;50,82;CMP002
ORD001767;CUST0174;PRD035;15.8.2024;1;105,18;Yes;25;78,89;CMP005
ORD000131;CUST0222;PRD009;30.7.2024;2;82,74;No;;165,48;No Campaign
ORD000200;CUST0161;PRD031;26.7.2024;1;50,82;No;;50,82;No Campaign
ORD002115;CUST0135;PRD026;13.8.2024;1;140,08;No;;140,08;CMP008
ORD002187;CUST0051;PRD047;9.6.2024;2;38,8;Yes;15;65,96;CMP005
ORD000196;CUST0244;PRD010;14.11.2024;1;92,66;Yes;20;74,13;CMP006
ORD001506;CUST0086;PRD035;14.1.2024;1;105,18;Yes;20;84,14;No Campaign
ORD001547;CUST0064;PRD042;25.3.2024;1;77,36;Yes;25;58,02;CMP002
ORD000911;CUST0022;PRD014;29.9.2024;2;19,71;Yes;10;35,48;CMP003
ORD000098;CUST0038;PRD043;17.8.2024;1;83,38;No;;83,38;CMP008
ORD000599;CUST0107;PRD037;11.12.2024;1;44,58;Yes;25;33,44;No Campaign
ORD001810;CUST0099;PRD002;4.11.2024;3;134,25;Yes;10;362,48;CMP001
ORD000420;CUST0052;PRD020;22.10.2024;2;44,96;Yes;20;71,94;No Campaign
ORD000951;CUST0074;PRD041;18.4.2024;2;116,18;No;;232,36;CMP005
ORD001817;CUST0066;PRD047;30.10.2024;1;38,8;No;;38,8;CMP008
ORD001772;CUST0233;PRD001;28.3.2024;3;88,41;No;;265,23;No Campaign
ORD001284;CUST0216;PRD036;20.4.2024;1;132,58;Yes;30;92,81;CMP001
ORD001478;CUST0138;PRD040;13.6.2024;1;62,21;No;;62,21;CMP003
ORD000026;CUST0157;PRD041;5.11.2024;1;116,18;Yes;15;98,75;CMP004
ORD001386;CUST0124;PRD021;23.6.2024;1;144,21;No;;144,21;CMP007
ORD000971;CUST0253;PRD031;11.5.2024;2;50,82;No;;101,64;CMP005
ORD000839;CUST0210;PRD002;26.11.2024;1;134,25;No;;134,25;CMP008
ORD001614;CUST0170;PRD027;5.7.2024;1;89,36;No;;89,36;CMP001
ORD001658;CUST0094;PRD003;14.9.2024;1;54,5;Yes;10;49,05;No Campaign
ORD000897;CUST0124;PRD054;21.8.2024;2;108,05;No;;216,1;No Campaign
ORD001022;CUST0115;PRD004;18.4.2024;3;110,52;No;;331,56;No Campaign
ORD001568;CUST0095;PRD046;30.10.2024;1;74,72;No;;74,72;No Campaign
ORD000188;CUST0259;PRD017;5.2.2024;1;94,18;No;;94,18;No Campaign
ORD001996;CUST0105;PRD035;28.6.2024;1;105,18;No;;105,18;CMP006
ORD001967;CUST0227;PRD004;5.7.2024;1;110,52;Yes;10;99,47;No Campaign
ORD001648;CUST0107;PRD036;5.5.2024;1;132,58;No;;132,58;No Campaign
ORD000455;CUST0170;PRD051;26.12.2024;1;103,2;Yes;20;82,56;CMP008
ORD001743;CUST0231;PRD055;1.3.2024;1;146,19;Yes;30;102,33;CMP004
ORD000500;CUST0255;PRD036;6.4.2024;1;132,58;Yes;10;119,32;CMP006
ORD002065;CUST0239;PRD001;31.3.2024;2;88,41;Yes;25;132,62;No Campaign
ORD002063;CUST0238;PRD049;2.7.2024;4;80,98;No;;323,92;No Campaign
ORD000645;CUST0070;PRD011;3.2.2024;1;141,07;No;;141,07;No Campaign
ORD001163;CUST0022;PRD050;15.1.2024;1;31,99;No;;31,99;No Campaign
ORD000825;CUST0091;PRD050;30.3.2024;1;31,99;Yes;10;28,79;CMP007
ORD001475;CUST0207;PRD053;28.10.2024;1;12,65;No;;12,65;No Campaign
ORD000864;CUST0186;PRD030;4.7.2024;2;94,16;No;;188,32;CMP006
ORD002240;CUST0045;PRD050;24.5.2024;1;31,99;Yes;20;25,59;No Campaign
ORD001851;CUST0040;PRD050;5.12.2024;3;31,99;No;;95,97;No Campaign
ORD002160;CUST0162;PRD045;14.3.2024;1;12,65;No;;12,65;No Campaign
ORD001859;CUST0139;PRD032;18.9.2024;2;96,29;Yes;15;163,69;CMP001
ORD000090;CUST0111;PRD054;3.10.2024;1;108,05;No;;108,05;CMP005
ORD001378;CUST0230;PRD005;25.8.2024;1;114,73;No;;114,73;No Campaign
ORD001607;CUST0102;PRD053;23.10.2024;1;12,65;No;;12,65;No Campaign
ORD000485;CUST0135;PRD013;18.6.2024;1;46,11;No;;46,11;CMP006
ORD001353;CUST0072;PRD031;12.7.2024;2;50,82;No;;101,64;No Campaign
ORD001628;CUST0157;PRD045;27.10.2024;2;12,65;Yes;20;20,24;CMP002
ORD000569;CUST0032;PRD036;7.5.2024;1;132,58;No;;132,58;No Campaign
ORD002045;CUST0171;PRD039;4.10.2024;3;98,45;No;;295,35;No Campaign
ORD002158;CUST0066;PRD047;27.2.2024;1;38,8;No;;38,8;CMP006
ORD001221;CUST0213;PRD004;8.9.2024;2;110,52;No;;221,04;CMP001
ORD000552;CUST0257;PRD019;23.10.2024;1;105,93;No;;105,93;CMP001
ORD002164;CUST0112;PRD035;18.5.2024;1;105,18;No;;105,18;No Campaign
ORD001945;CUST0146;PRD016;13.9.2024;2;77,06;No;;154,12;No Campaign
ORD000875;CUST0140;PRD055;7.9.2024;4;146,19;No;;584,76;CMP008
ORD001086;CUST0251;PRD055;9.9.2024;1;146,19;Yes;30;102,33;No Campaign
ORD000268;CUST0148;PRD020;15.6.2024;1;44,96;No;;44,96;CMP001
ORD001890;CUST0143;PRD045;30.1.2024;1;12,65;Yes;10;11,39;No Campaign
ORD001948;CUST0225;PRD046;1.8.2024;1;74,72;No;;74,72;CMP001
ORD001214;CUST0216;PRD003;18.6.2024;1;54,5;No;;54,5;No Campaign
ORD000855;CUST0228;PRD048;24.3.2024;1;21,47;Yes;15;18,25;CMP006
ORD001201;CUST0112;PRD019;15.3.2024;3;105,93;No;;317,79;CMP005
ORD000530;CUST0121;PRD043;10.3.2024;2;83,38;Yes;30;116,73;No Campaign
ORD001683;CUST0254;PRD035;16.7.2024;1;105,18;No;;105,18;No Campaign
ORD000781;CUST0090;PRD002;1.2.2024;4;134,25;Yes;25;402,75;CMP006
ORD000052;CUST0058;PRD020;17.5.2024;1;44,96;No;;44,96;CMP008
ORD001616;CUST0025;PRD051;20.4.2024;1;103,2;Yes;25;77,4;CMP001
ORD000126;CUST0191;PRD038;7.8.2024;2;73,83;No;;147,66;CMP008
ORD001753;CUST0193;PRD022;24.6.2024;2;36,13;No;;72,26;CMP008
ORD001172;CUST0116;PRD047;2.9.2024;2;38,8;Yes;20;62,08;CMP004
ORD001833;CUST0152;PRD020;14.10.2024;1;44,96;No;;44,96;CMP008
ORD000164;CUST0194;PRD005;4.2.2024;2;114,73;Yes;25;172,1;No Campaign
ORD000319;CUST0122;PRD017;27.12.2024;1;94,18;No;;94,18;CMP007
ORD001315;CUST0030;PRD030;10.11.2024;3;94,16;No;;282,48;No Campaign
ORD001371;CUST0096;PRD008;16.8.2024;2;34,35;Yes;10;61,83;No Campaign
ORD002188;CUST0135;PRD020;17.5.2024;1;44,96;Yes;20;35,97;CMP001
ORD000789;CUST0167;PRD045;6.12.2024;1;12,65;No;;12,65;No Campaign
ORD000613;CUST0122;PRD047;19.10.2024;1;38,8;No;;38,8;No Campaign
ORD002013;CUST0116;PRD010;17.6.2024;2;92,66;No;;185,32;CMP001
ORD000610;CUST0180;PRD015;28.7.2024;1;111,98;Yes;25;83,99;CMP003
ORD001530;CUST0209;PRD025;22.8.2024;1;62,88;Yes;10;56,59;CMP004
